index,company,code
1634,JYP Ent.,035900
1635,RFHIC,218410
1636,경남제약,053950
1637,고려신용정보,049720
1638,고바이오랩,348150
1639,골드퍼시픽,038530
1640,광진실업,026910
1641,그린플러스,186230
1642,기산텔레콤,035460
1643,나노씨엠에스,247660
1644,나이스디앤비,130580
1645,네패스,033640
1646,네패스아크,330860
1647,녹원씨엔아이,065560
1648,누리플렉스,040160
1649,대동금속,020400
1650,대림제지,017650
1651,대신정보통신,020180
1652,데브시스터즈,194480
1653,동방선기,099410
1654,동우팜투테이블,088910
1655,동운아나텍,094170
1656,드림시큐리티,203650
1657,드림씨아이에스,223250
1658,드림어스컴퍼니,060570
1659,디아이티,110990
1660,디에이치피코리아,131030
1661,디케이락,105740
1662,디케이앤디,263020
1663,디케이티,290550
1664,라온시큐어,042510
1665,라온테크,232680
1666,라파스,214260
1667,리노스,039980
1668,마이크로컨텍솔,098120
1669,마크로젠,038290
1670,멀티캠퍼스,067280
1671,메지온,140410
1672,모비릭스,348030
1673,미디어젠,279600
1674,미래나노텍,095500
1675,미래에셋대우스팩 5호,353490
1676,미래테크놀로지,213090
1677,미투젠,950190
1678,바이오리더스,142760
1679,바텍,043150
1680,베스파,299910
1681,뷰웍스,100120
1682,블루콤,033560
1683,비덴트,121800
1684,비에이치,090460
1685,비올,335890
1686,비츠로셀,082920
1687,비츠로시스,054220
1688,비츠로테크,042370
1689,비피도,238200
1690,빅텍,065450
1691,삼성머스트스팩5호,380320
1692,상상인이안1호스팩,307870
1693,상아프론테크,089980
1694,서린바이오,038070
1695,서부T&D,006730
1696,석경에이티,357550
1697,선광,003100
1698,성호전자,043260
1699,세종메디칼,258830
1700,세진티에스,067770
1701,세화피앤씨,252500
1702,셀레믹스,331920
1703,셀리드,299660
1704,수젠텍,253840
1705,스맥,099440
1706,신라섬유,001000
1707,신영스팩5호,323280
1708,신화콘텍,187270
1709,쎄니트,037760
1710,씨씨에스,066790
1711,씨젠,096530
1712,아리온,058220
1713,아시아경제,127710
1714,아이디스홀딩스,054800
1715,아이쓰리시스템,214430
1716,안국약품,001540
1717,알테오젠,196170
1718,압타바이오,293780
1719,에브리봇,270660
1720,에스맥,097780
1721,에스에이티,060540
1722,에스엠코어,007820
1723,에스코넥,096630
1724,에스티오,098660
1725,에이치엘사이언스,239610
1726,에이치엠씨제4호스팩,353070
1727,에이테크솔루션,071670
1728,에코마이스터,064510
1729,에프엔씨엔터,173940
1730,엔에프씨,265740
1731,엘비세미콘,061970
1732,엠에스씨,009780
1733,엠젠플러스,032790
1734,연우,115960
1735,오디텍,080520
1736,오킨스전자,080580
1737,와이엔텍,067900
1738,와이오엠,066430
1739,와이지엔터테인먼트,122870
1740,우리이앤엘,153490
1741,우리조명,037400
1742,우주일렉트로,065680
1743,웨이브일렉트로,095270
1744,웹케시,053580
1745,위니아딤채,071460
1746,위더스제약,330350
1747,위드텍,348350
1748,위지윅스튜디오,299900
1749,윈스,136540
1750,윈텍,320000
1751,유라테크,048430
1752,율호,072770
1753,이그잭스,060230
1754,이니텍,053350
1755,이큐셀,160600
1756,인지디스플레,037330
1757,인콘,083640
1758,인크로스,216050
1759,일지테크,019540
1760,제넥신,095700
1761,제이에스티나,026040
1762,제이엠아이,033050
1763,제일전기공업,199820
1764,지엔원에너지,270520
1765,진로발효,018120
1766,체리부로,066360
1767,케이디켐,221980
1768,케이씨티,089150
1769,케이피에스,256940
1770,코리아에스이,101670
1771,코맥스,036690
1772,코아스템,166480
1773,큐렉소,060280
1774,큐로컴,040350
1775,큐리언트,115180
1776,태양,053620
1777,태웅,044490
1778,테크윙,089030
1779,티씨케이,064760
1780,티앤엘,340570
1781,티에스아이,277880
1782,티에스이,131290
1783,티움바이오,321550
1784,파루,043200
1785,파인테크닉스,106240
1786,팜스빌,318010
1787,팬스타엔터프라이즈,054300
1788,포메탈,119500
1789,플레이위드,023770
1790,피씨엘,241820
1791,피피아이,062970
1792,하나금융17호스팩,363260
1793,하나머스트7호스팩,372290
1794,한국파마,032300
1795,한창산업,079170
1796,한화에스비아이스팩,317320
1797,해성티피씨,059270
1798,핸디소프트,220180
1799,현대공업,170030
1800,화신정공,126640
1801,휴마시스,205470
1802,휴비츠,065510
1803,흥국,010240
1826,CJ CGV,079160
1827,DB하이텍,000990
1828,DL이앤씨,375500
1829,HDC현대EP,089470
1830,HSD엔진,082740
1831,LF,093050
1832,LG생활건강,051900
1833,SG세계물산,004060
1834,SIMPAC,009160
1835,SKC,011790
1836,SK디앤디,210980
1837,SK아이이테크놀로지,361610
1838,SUN&L,002820
1839,TCC스틸,002710
1840,TYM,002900
1841,가온전선,000500
1842,경보제약,214390
1843,고려산업,002140
1844,광전자,017900
1845,남광토건,001260
1846,넥센,005720
1847,농심,004370
1848,다우기술,023590
1849,대교,019680
1850,대성산업,128820
1851,대유플러스,000300
1852,대한제분,001130
1853,대한항공,003490
1854,대한화섬,003830
1855,대호에이엘,069460
1856,동남합성,023450
1857,동방,004140
1858,동아타이어,282690
1859,동양피스톤,092780
1860,동원시스템즈,014820
1861,디와이파워,210540
1862,롯데리츠,330590
1863,롯데손해보험,000400
1864,메리츠금융지주,138040
1865,무림P&P,009580
1866,미원상사,002840
1867,방림,003610
1868,보령제약,003850
1869,사조오양,006090
1870,삼아알미늄,006110
1871,삼양식품,003230
1872,삼영전자,005680
1873,삼화전자,011230
1874,새론오토모티브,075180
1875,성문전자,014910
1876,세화아이엠씨,145210
1877,신대양제지,016590
1878,신세계인터내셔날,035510
1879,쌍방울,102280
1880,아남전자,008700
1881,아세아제지,002310
1882,애경유화,161000
1883,에스원,012750
1884,에이엔피,015260
1885,엔케이물산,009810
1886,영흥,012160
1887,오리온홀딩스,001800
1888,와이투솔루션,011690
1889,웅진,016880
1890,원림,005820
1891,유니퀘스트,077500
1892,이지스밸류리츠,334890
1893,인바이오젠,101140
1894,일동제약,249420
1895,일신석재,007110
1896,일양약품,007570
1897,일진머티리얼즈,020150
1898,주연테크,044380
1899,지코,010580
1900,컨버즈,109070
1901,케이비아이동국실업,001620
1902,케이씨,029460
1904,티웨이홀딩스,004870
1905,파미셀,005690
1906,평화홀딩스,010770
1907,풀무원,017810
1908,풍산홀딩스,005810
1909,프레스티지바이오파마,950210
1910,하이트진로홀딩스,000140
1911,한국단자,025540
1912,한국앤컴퍼니,000240
1913,한국조선해양,009540
1914,한국카본,017960
1915,한농화성,011500
1916,한미약품,128940
1917,한익스프레스,014130
1918,한전KPS,051600
1919,한화시스템,272210
1920,한화투자증권,003530
1921,현대글로비스,086280
1922,현대약품,004310
1923,현대오토에버,307950
1924,현대중공업지주,267250
1925,현대해상,001450
1926,현대홈쇼핑,057050
1927,효성중공업,298040
1928,CJ ENM,035760
1929,CMG제약,058820
1930,HB테크놀러지,078150
1931,IBKS제12호스팩,335870
1932,KG이니시스,035600
1933,KNN,058400
1934,KPX생명과학,114450
1935,NE능률,053290
1936,NHN한국사이버결제,060250
1937,SBI인베스트먼트,019550
1938,SG,255220
1939,SK6호스팩,340350
1940,고려제약,014570
1941,구영테크,053270
1942,금강철강,053260
1943,기가레인,049080
1944,나노캠텍,091970
1945,나라엠앤디,051490
1946,나우IB,293580
1947,네오펙트,290660
1948,녹십자엠에스,142280
1949,뉴파워프라즈마,144960
1950,대동기어,008830
1951,대륙제관,004780
1952,대모,317850
1953,대보마그네틱,290670
1954,대성창투,027830
1955,대정화금,120240
1956,대창스틸,140520
1957,덕우전자,263600
1958,동성화인텍,033500
1959,동양에스텍,060380
1960,동양이엔피,079960
1961,동일철강,023790
1962,디스플레이텍,066670
1963,디에스케이,109740
1964,디와이피엔에프,104460
1965,러셀,217500
1966,레이,228670
1967,맘스터치,220630
1968,매일유업,267980
1969,맥스트,377030
1970,메가스터디,072870
1971,명성티엔에스,257370
1972,모다이노칩,080420
1973,모바일어플라이언스,087260
1974,미투온,201490
1975,바이오솔루션,086820
1976,바이오톡스텍,086040
1977,베뉴지,019010
1978,뷰노,338220
1979,비나텍,126340
1980,빅솔론,093190
1981,삼강엠앤티,100090
1982,삼목에스폼,018310
1983,삼성스팩2호,291230
1984,상신전자,263810
1985,서진시스템,178320
1986,서플러스글로벌,140070
1987,서한,011370
1988,서희건설,035890
1989,선익시스템,171090
1990,성광벤드,014620
1991,소프트센,032680
1992,신진에스엠,138070
1993,심텍,222800
1994,심텍홀딩스,036710
1995,쎌바이오텍,049960
1996,씨유메디칼,115480
1997,아모그린텍,125210
1998,아미노로직스,074430
1999,아바텍,149950
2000,아이디스,143160
2001,아이앤씨,052860
2002,아이에스이커머스,069920
2003,아진엑스텍,059120
2004,아톤,158430
2005,알엔투테크놀로지,148250
2006,압타머사이언스,291650
2007,애머릿지,900100
2008,액토즈소프트,052790
2009,에스디시스템,121890
2010,에스엠,041510
2011,에스제이케이,080440
2012,에스티아이,039440
2013,에스티큐브,052020
2014,에이치엘비제약,047920
2015,에이치케이,044780
2016,에이텍,045660
2017,에코프로,086520
2018,에코프로비엠,247540
2019,에프앤리퍼블릭,064090
2020,엑스큐어,070300
2021,엔비티,236810
2022,엔에스엔,031860
2023,엔에이치스팩17호,359090
2024,엘비루셈,376190
2025,엘앤에프,066970
2026,엘앤케이바이오,156100
2027,오로스테크놀로지,322310
2028,오리엔탈정공,014940
2029,오리콤,010470
2030,오비고,352910
2031,오스템,031510
2032,우리기술,032820
2033,우리기술투자,041190
2034,우리바이오,082850
2035,우정바이오,215380
2036,원풍물산,008290
2037,월덱스,101160
2038,웰크론한텍,076080
2039,웹스,196700
2040,윙입푸드,900340
2041,유니셈,036200
2042,유니트론텍,142210
2043,유안타제6호스팩,340360
2044,유일에너테크,340930
2045,유진기업,023410
2046,유진로봇,056080
2047,이노뎁,303530
2048,이노와이즈,086250
2049,이노인스트루먼트,215790
2050,이디티,215090
2051,이라이콤,041520
2052,이베스트투자증권,078020
2053,이엠텍,091120
2054,이원컴포텍,088290
2055,이즈미디어,181340
2056,이크레더블,092130
2057,인터엠,017250
2058,인트로메딕,150840
2059,인트론바이오,048530
2060,인포마크,175140
2061,일승,333430
2062,일야,058450
2063,일진파워,094820
2064,정원엔시스,045510
2065,제넨바이오,072520
2066,제노포커스,187420
2067,제닉,123330
2068,제룡산업,147830
2069,젠큐릭스,229000
2070,중앙에너비스,000440
2071,지나인제약,078650
2072,지더블유바이텍,036180
2073,지스마트글로벌,114570
2074,지엘팜텍,204840
2075,진매트릭스,109820
2076,창해에탄올,004650
2077,컬러레이,900310
2078,케어랩스,263700
2079,케이엔제이,272110
2080,케이엠,083550
2081,케이엠제약,225430
2082,케이프,064820
2083,켐트로닉스,089010
2084,켐트로스,220260
2085,코리아에프티,123410
2086,코센,009730
2087,코퍼스코리아,322780
2088,탑엔지니어링,065130
2089,티사이언티픽,057680
2090,티피씨글로벌,130740
2091,파트론,091700
2092,팬젠,222110
2093,포티스,141020
2094,플랜티넷,075130
2095,피앤씨테크,237750
2096,하림지주,003380
2097,하이제6호스팩,377400
2098,하이텍팜,106190
2099,한국9호스팩,368770
2100,한국가구,004590
2101,한국정밀기계,101680
2102,한국팩키지,037230
2103,한빛소프트,047080
2104,한양이엔지,045100
2105,한일진공,123840
2106,현대에이치티,039010
2107,현대이지웰,090850
2108,휘닉스소재,050090
2109,휴림로봇,090710
2134,BYC,001460
2135,DB손해보험,005830
2136,F&F,383220
2137,GS,078930
2138,HMM,011200
2139,JB금융지주,175330
2140,JW생명과학,234080
2141,JW홀딩스,096760
2142,KH 필룩스,033180
2143,LS네트웍스,000680
2144,NH투자증권,005940
2145,SK디스커버리,006120
2146,강남제비스코,000860
2147,경동나비엔,009450
2148,계양전기,012200
2149,광명전기,017040
2150,그린케미칼,083420
2151,금호에이치티,214330
2152,깨끗한나라,004540
2153,넥스트사이언스,003580
2154,노루홀딩스,000320
2155,대동,000490
2156,대상홀딩스,084690
2157,대우부품,009320
2158,대우조선해양,042660
2159,대창단조,015230
2160,대현,016090
2161,동아쏘시오홀딩스,000640
2162,동아지질,028100
2163,동일고무벨트,163560
2164,동일산업,004890
2165,두올,016740
2166,드림텍,192650
2167,롯데지주,004990
2168,모나리자,012690
2169,무림페이퍼,009200
2170,미래산업,025560
2171,미래에셋증권,006800
2172,미원홀딩스,107590
2173,보해양조,000890
2174,비케이탑스,030790
2175,삼성물산,028260
2176,삼화콘덴서,001820
2177,상신브레이크,041650
2179,선도전기,007610
2180,성신양회,004980
2181,신흥,004080
2182,씨에스윈드,112610
2183,아센디오,012170
2184,아시아나항공,020560
2186,에이리츠,140910
2187,에이프로젠제약,003060
2188,에이플러스에셋,244920
2189,엔에이치스팩19호,380440
2191,영풍제지,006740
2192,예스코홀딩스,015360
2193,우리종금,010050
2194,우진아이엔에스,010400
2195,웅진씽크빅,095720
2196,유수홀딩스,000700
2197,유엔젤,072130
2198,유유제약,000220
2199,율촌화학,008730
2200,이지스레지던스리츠,350520
2201,이화산업,000760
2202,인팩,023810
2203,일신방직,003200
2204,일진디스플,020760
2205,잇츠한불,226320
2206,제주은행,006220
2207,제주항공,089590
2208,종근당,185750
2209,진양산업,003780
2210,진양홀딩스,100250
2211,진원생명과학,011000
2212,진흥기업,002780
2213,천일고속,000650
2214,체시스,033250
2215,카프로,006380
2216,KT&G,033780
2217,풍산,103140
2218,하나금융지주,086790
2219,하이브,352820
2220,한국가스공사,036460
2221,한국특강,007280
2222,한성기업,003680
2223,한세예스24홀딩스,016450
2224,한일시멘트,300720
2225,한일홀딩스,003300
2226,한진칼,180640
2227,한창,005110
2228,현대그린푸드,005440
2229,현대로템,064350
2230,현대미포조선,010620
2231,현대위아,011210
2232,현대코퍼레이션,011760
2233,현대코퍼레이션홀딩스,227840
2234,화신,010690
2235,휴켐스,069260
2236,흥국화재,000540
2237,AP시스템,265520
2238,AP위성,211270
2239,CNT85,056730
2240,GRT,900290
2241,ITX-AI,099520
2242,KH E&T,226360
2243,KH 일렉트론,111870
2244,OQP,078590
2245,PI첨단소재,178920
2246,S&K폴리텍,091340
2247,SCI평가정보,036120
2248,SFA반도체,036540
2249,SGA,049470
2250,SGC이테크건설,016250
2251,THE E&M,089230
2252,THE MIDONG,161570
2253,TJ미디어,032540
2254,YTN,040300
2255,골프존,215000
2256,골프존뉴딘홀딩스,121440
2257,교보10호스팩,355150
2258,글로벌에스엠,900070
2259,금화피에스시,036190
2260,네오이뮨텍(Reg.S),950220
2261,네온테크,306620
2262,녹십자랩셀,144510
2263,녹십자웰빙,234690
2264,누리플랜,069140
2265,뉴트리,270870
2266,다나와,119860
2267,다믈멀티미디어,093640
2268,다우데이타,032190
2269,대동스틸,048470
2270,대신밸런스제8호스팩,336570
2271,더네이쳐홀딩스,298540
2272,데이타솔루션,263800
2273,덱스터,206560
2274,도이치모터스,067990
2275,동원개발,013120
2276,동일금속,109860
2277,동화기업,025900
2278,드래곤플라이,030350
2279,디지캡,197140
2280,라이프시맨틱스,347700
2281,레드로버,060300
2282,로보티즈,108490
2283,로체시스템즈,071280
2284,리노공업,058470
2285,마이크로디지탈,305090
2286,매커스,093520
2287,메디아나,041920
2288,미래생명자원,218150
2289,바른전자,064520
2290,백금T&A,046310
2291,버킷스튜디오,066410
2292,보성파워텍,006910
2293,브이원텍,251630
2294,브이티지엠피,018290
2295,블루베리 NFT,044480
2296,비비씨,318410
2297,비씨월드제약,200780
2298,비아트론,141000
2299,빛샘전자,072950
2300,삼기,122350
2301,삼영이엔씨,065570
2302,상상인이안제2호스팩,329560
2303,상상인인더스트리,101000
2304,서남,294630
2305,서울리거,043710
2306,서전기전,189860
2307,성우전자,081580
2308,세동,053060
2309,셀트리온헬스케어,091990
2310,소마젠,950200
2311,솔트룩스,304100
2312,쇼박스,086980
2313,슈프리마아이디,317770
2314,신신제약,002800
2315,신일제약,012790
2316,싸이맥스,160980
2317,쏠리드,050890
2318,씨아이에스,222080
2319,씨앤씨인터내셔널,352480
2320,씨에스베어링,297090
2321,아난티,025980
2322,아바코,083930
2323,아스트,067390
2324,아이스크림에듀,289010
2325,아이텍,119830
2326,아이티엠반도체,084850
2327,알로이스,297570
2328,알리코제약,260660
2329,야스,255440
2330,양지사,030960
2331,얼라인드,238120
2332,에스씨디,042110
2333,에스아이리소스,065420
2334,에스에프에이,056190
2335,에스와이,109610
2336,에스텍,069510
2337,에스폴리텍,050760
2338,에스피시스템스,317830
2339,에이에프더블류,312610
2340,에이치시티,072990
2341,에이치엘비생명과학,067630
2342,에이치엘비파워,043220
2343,에이트원,230980
2344,에치에프알,230240
2345,에프에스티,036810
2346,엔젠바이오,354200
2347,엔피케이,048830
2348,엘티씨,170920
2349,엠투엔,033310
2350,영우디에스피,143540
2351,영풍정밀,036560
2352,예선테크,250930
2353,오로라,039830
2354,오상자이엘,053980
2355,오스코텍,039200
2356,오파스넷,173130
2357,올릭스,226950
2358,옴니시스템,057540
2359,우리산업,215360
2360,우원개발,046940
2361,원익피앤이,131390
2362,위즈코프,038620
2363,윈팩,097800
2364,유비케어,032620
2365,유앤아이,056090
2366,유진스팩5호,331380
2367,이노메트리,302430
2368,이노테라피,246960
2369,이루다,164060
2370,이씨에스,067010
2371,이엔드디,101360
2372,이오테크닉스,039030
2373,이지홀딩스,035810
2374,인바이오,352940
2375,인터로조,119610
2376,인터플렉스,051370
2377,인피니티엔티,016670
2378,인화정공,101930
2379,자연과환경,043910
2380,정산애강,022220
2381,제이브이엠,054950
2382,제이스텍,090470
2383,제이엔케이히터,126880
2384,제일테크노스,038010
2385,제테마,216080
2386,지노믹트리,228760
2387,지어소프트,051160
2388,지에스이,053050
2389,진양제약,007370
2390,차바이오텍,085660
2391,천랩,311690
2392,청담러닝,096240
2393,캔서롭,180400
2394,케이엘넷,039420
2395,코나아이,052400
2396,코렌텍,104540
2397,코리아나,027050
2398,코오롱티슈진,950160
2399,코윈테크,282880
2400,코콤,015710
2401,퀀타매트릭스,317690
2402,큐에스아이,066310
2403,클라우드에어,036170
2404,테스,095610
2405,텔레칩스,054450
2406,텔레필드,091440
2407,톱텍,108230
2408,티케이케미칼,104480
2409,티플랙스,081150
2410,파이오링크,170790
2411,포스코엠텍,009520
2412,포시에스,189690
2413,푸른기술,094940
2414,프럼파스트,035200
2415,프레스티지바이오로직스,334970
2416,플리토,300080
2417,하림,136480
2418,하이록코리아,013030
2419,하이비젼시스템,126700
2420,하츠,066130
2421,한국기업평가,034950
2422,한국알콜,017890
2423,한국전자금융,063570
2424,한국정보공학,039740
2425,한네트,052600
2426,한라IMS,092460
2427,한스바이오메드,042520
2428,해성옵틱스,076610
2429,현대사료,016790
2430,홈센타홀딩스,060560
2431,힘스,238490
